id,intervention
192,0
193,0.984637853
194,0.979680576
195,0.995432781
196,0.981373712
197,0
198,0
199,0.981561512
200,0.979680576
201,0
202,0.999797593
203,0
204,0.99733663
205,0
206,0.998530446
207,0.981517198
208,0
209,0.979832401
210,0.979680576
211,0.993015098
212,0
213,0.996028059
214,0.999026898
215,0.995957021
216,0
217,0.993269714
218,0
219,0.99877421
220,0
221,0.998292775
222,0
223,0.997915145
224,0.993894281
225,0
226,0.998444121
227,0.993132394
228,0.998824257
229,0
230,0
231,0
232,0
233,0
234,0
235,0.916113289
236,0.996751184
237,0
238,1
239,0
240,0
241,0.947491536
242,0.979680576
243,0.979680576
244,0
245,0.998813439
246,0.931683743
247,0.893399249
248,0.998593631
249,0
250,0
251,0
252,0.997524184
253,0.979832401
254,0
255,0
256,0.99877421
257,0
258,0
259,0.979680576
260,0
261,0
262,0.996548373
263,0
264,0.993756362
265,0.984686617
266,0
267,0.981517198
268,0.916114451
269,0.999855222
270,0.981652007
271,0.994301421
272,0
273,0.997134821
274,0.979680576
275,0
276,0
277,0.980857418
278,0.979709507
279,0.993894281
280,0.996751184
281,0.996923162
282,0.997130196
283,0.997799005
284,0
285,0
286,0
287,0.981655724
288,0
289,0
290,0
291,0.995275473
292,0
293,0.995439055
294,0.979680576
295,0
296,0.993894281
297,0
298,0
299,0.997129203
300,0
301,0.987998978
302,0
303,0.979680576
304,0.984542094
305,0
306,0.979680576
307,0
308,0
309,0
310,0
311,0.993000558
312,0.944456212
313,0.99426044
314,0
315,0
316,0.981026965
317,0
318,0
319,0
320,0.981016355
321,0.994265196
322,0.979680576
323,0.993708866
324,0
325,0.979680576
326,0.903198893
327,0
328,0
329,0
330,0
331,0
332,0
333,0.984877936
334,0
335,0.99877421
336,0.979680576
337,0.979680576
338,0
339,0
340,0.984225516
341,1
342,0
343,0
344,0
345,0.995662461
346,0
347,0
348,0.998207756
349,0.979680576
350,0
351,0
352,0
353,0.980314284
354,0.979832401
355,0.993894281
356,0.99259346
357,0
358,0.869996416
359,0.996235892
360,0.999855222
361,0.979680576
362,0
363,0.979680576
364,0.984877936
365,0
366,0
367,0.979680576
368,0.979832401
369,0.984143943
370,0.997510125
371,0
372,0
373,0.979680576
374,0.999501013
375,0
376,0.99877421
377,1
378,0.999855222
379,0
380,0.893399249
381,0.980920815
382,0.979680576
383,0.997130196
384,0
385,0.999855222
386,0.979680576
387,0
388,0.998388704
389,0.995962706
390,0.979680576
391,0.993894281
392,0.998241667
393,0.979680576
394,0
395,0
396,0.999855222
397,0
398,0.998598488
399,0
400,0.996960656
401,0
402,0
403,0
404,0
405,0
406,0
407,0.979680576
408,0
409,0
410,0.981213288
411,0
412,0.987997816
413,0.998429648
414,0
415,0.95146258
416,0
417,0
418,0
419,0
420,0.979680576
421,0.979680576
422,0
423,0.999855222
424,0.983808578
425,0
426,0.996407848
427,0
428,0.979680576
429,0.993894281
430,0
431,0.979680576
432,0
433,0
434,0.996923162
435,1
436,0
437,0.979680576
438,0.979680576
439,1
440,0
441,0.981026965
442,0
443,0.979680576
444,0
445,0.979832401
446,0
447,0
448,0
449,0
450,0.979680576
451,0
452,0
453,0.99998683
454,0.979680576
455,1
456,0.995223312
457,0
458,0
459,0.979680576
460,0.906098892
461,0
462,0
463,0.998444121
464,0.979680576
465,0
466,0.987998978
467,0.981651466
468,0.993894281
469,0
470,0.979680576
471,0
472,0.979680576
473,0.998155318
474,0
475,0
476,0
477,0.979680576
478,0.996514736
479,0
480,0.979680576
481,0
482,0.99877421
483,0.995729086
484,0
485,0
486,0
487,0.996548373
488,0.996479568
489,0
490,0.981396312
491,0.943086961
492,0.979680576
493,0
494,0.993894281
495,0
496,0.998251047
497,0.943086961
498,0
499,0
500,0
501,0
502,0.993894281
503,0
504,0
505,0.979680576
506,0.995419364
507,0
508,0
509,0
510,0.99831139
511,0.979832401
512,0.979680576
513,0.975431399
514,0
515,0
516,0
517,0
518,0
519,0.99998683
520,0.993894281
521,0.993170257
522,0
523,0.994122453
524,0
525,0.993779036
526,0.951549864
527,0.996916022
528,0.998530446
529,0.979680576
530,0
531,0.998169354
532,0.997961751
533,0
534,0.999855222
535,0
536,0.99877421
537,0.998594599
538,0
539,0
540,0
541,0
542,0
543,0
544,0.994302583
545,0.979680576
546,0
547,0
548,0
549,0.993894281
550,0
551,0
552,0
553,0
554,0
555,0.998439996
556,0
557,0
558,0
559,0.998444121
560,0.994903168
561,0
562,0
563,0
564,1
565,0.979680576
566,0
567,0
568,0
569,0.996368846
570,0.996514736
571,0
572,0.996728209
573,0.979680576
574,0
575,0
576,0.99374517
577,0
578,0
579,0
580,0.999855222
581,0.996765495
582,0.986101839
583,0
584,0
585,0.940802443
586,0
587,0
588,0
589,0.980857418
590,0
591,0
592,0
593,0
594,0.993269714
595,0.984791582
596,0.987998978
597,0
598,0
599,0
600,0
601,0
602,0
603,0.994290082
604,0.996223838
605,0.898413056
606,0
607,0.980807102
608,0.998430254
609,0
610,0.998596914
611,0
612,0.999855222
613,0.984686617
614,0
615,0.998252015
616,0
617,0
618,0.979680576
619,0.984535261
620,0.906334849
621,0.998534379
622,0.994214849
623,0
624,0.979680576
625,0.984225516
626,0.996746091
627,0
628,0
629,0.854959527
630,0.998429648
631,0.984203187
632,0.916113289
633,0
634,0
635,0.979680576
636,0.979832401
637,0
638,0
639,0
640,0.993825547
641,0
642,0
643,0.997138321
644,0.979680576
645,0
646,0
647,0
648,0
649,0.998297798
650,0
651,0.998169354
652,0
653,0.971143519
654,0
655,0
656,0
657,0
658,0.989338798
659,0.981248042
660,0
661,0.998766236
662,0.995957021
663,0
664,0
665,0.99877421
666,0
667,0.979832401
668,0
669,0.987998978
670,0
671,0.863423832
672,0
673,0
674,0
675,0.984687779
676,0.979680576
677,0.998596914
678,0.997130196
679,0.982218132
680,0
681,0.996761172
682,0
683,0
684,0
685,0.999855222
686,0.999058665
687,0.979680576
688,0.998436713
689,0.916114451
690,0
691,0.99877421
692,0.979680576
693,0
694,0
695,0.979698085
696,0.993894281
697,0.99998683
698,0.996103588
699,0
700,0
701,0
702,0.984631021
703,0.979680576
704,0
705,0
706,0.994302583
707,0.981763128
708,0.998377537
709,0.998593631
710,0.979680576
711,0
712,0
713,0.987998978
714,0
715,0
716,0.99578918
717,0
718,0
719,0
720,0
721,0
722,0
723,0
724,0
725,0
726,0.979680576
727,0
728,0.998534379
729,0.944481757
730,0
731,0
732,0
733,0
734,0
735,0
736,0
737,0
738,0
739,0
740,0.980803483
741,0.986288148
742,0
743,0.993894281
744,0.993779036
745,0
746,0
747,0
748,0
749,0
750,0.998430254
751,0
752,0.999855222
753,0.99877421
754,0
755,0
756,0
757,0
758,0.99877421
759,0
760,0.979680576
761,0
762,0
763,0
764,0
765,0.979680576
766,0.979680576
767,0
768,0.993774412
769,0.980497791
770,0
771,0.981230624
772,0
773,0.992524819
774,0.984877936
775,0
776,0
777,0
778,0.979680576
779,0.979832401
780,0.999732231
781,0.981394261
782,0
783,0
784,0.998486561
785,0.9985883
786,0.980314284
787,0.984791582
788,0.979832401
789,0.99689872
790,0.972159858
791,0
792,0.993833572
793,0
794,0
795,0.99877421
796,0
797,0.983446807
798,0
799,0.995892137
800,0
801,0
802,0.981722389
803,0
804,0.97743658
805,0
806,0.998427408
807,0.997109082
808,0
809,0
810,0.972159858
811,0
812,0.986649076
813,0.979680576
814,0.981580092
815,0
816,0
817,0
818,0
819,0.999855222
820,0
821,0.993755108
822,0
823,0
824,0
825,0.981580092
826,0.992493789
827,0.99554352
828,0
829,0
830,0.998813439
831,0
832,0.981622228
833,0.979680576
834,0.997424188
835,0.998593631
836,0
837,0.99998683
838,0.953875315
839,0.998429648
840,0
841,0.979680576
842,0.997961751
843,0
844,0
845,0
846,0
847,0.984238928
848,0
849,0
850,0.996519267
851,0
852,0
853,0
854,0
855,0
856,0
857,0.998535347
858,0
859,0.9985883
860,0.999501013
861,0
862,0
863,0
864,0
865,0.98169578
866,0.979680576
867,0
868,0.861010326
869,0
870,0.979680576
871,0.997824926
872,0
873,0.981517198
874,0
875,0
876,0.995976379
877,0.984877936
878,0
879,0
880,0
881,0.993293707
882,0.993774412
883,0
884,0.947804776
885,0.998516675
886,0.981365113
887,0.979725242
888,0
889,0.993741536
890,0.997692428
891,0.979680576
892,0
893,0
894,0.993894281
895,0
896,0
897,0.979832401
898,0
899,0
900,0
901,0
902,0.997560859
903,0
904,0
905,0.944481757
906,0
907,0.998586566
908,0
909,0.997777221
910,0
911,0
912,0.996829052
913,0
914,0.999855222
915,0.995724296
916,0.979680576
917,0.99877421
918,0.88156506
919,0
920,0
921,0
922,0.984687779
923,0
924,0.979680576
925,0.998813439
926,0.996476562
927,0
928,0
929,0
930,0
931,0
932,0
933,0
934,0
935,0.991217693
936,0
937,0
938,0.979680576
939,0.996700374
940,0
941,0.98116818
942,0.979680576
943,0
944,0.979680576
945,0
946,0.994302583
947,0.979680576
948,1
949,0
950,0.995840695
951,0
952,0.984687779
953,0
954,0
955,0
956,0
957,0.996751184
958,0
959,0
960,0
961,0
962,0.993782549
963,0
964,0
965,0
966,0.988192573
967,0.984631021
968,0
969,0.993245272
970,0.999855222
971,0
972,0
973,0
974,0
975,0.979832401
976,0.998529755
977,0.996479568
978,0.999855222
979,0.996751184
980,0
981,0.995439055
982,0.993779036
983,0.993132394
984,0
985,0.981696321
986,0.996521149
987,0
988,0.996904156
989,0
990,0.997672164
991,0.919183088
992,0
993,0
994,0
995,0.995419364
996,0.903294456
997,0.99877421
998,0.981479254
999,0
1000,0.979680576
