id,intervention
248,1.0
249,0.0
250,0.0
251,0.0
252,1.0
253,1.0
254,0.0
255,0.0
256,1.0
257,0.0
258,0.0
259,1.0
260,0.0
261,0.0
262,1.0
263,0.0
264,1.0
265,1.0
266,0.0
267,1.0
268,1.0
269,1.0
270,1.0
271,1.0
272,0.0
273,1.0
274,1.0
275,0.0
276,0.0
277,1.0
278,1.0
279,1.0
280,1.0
281,1.0
282,1.0
283,1.0
284,0.0
285,0.0
286,0.0
287,1.0
288,0.0
289,0.0
290,0.0
291,1.0
292,0.0
293,1.0
294,1.0
295,0.0
296,1.0
297,0.0
298,0.0
299,1.0
300,0.0
301,1.0
302,0.0
303,1.0
304,1.0
305,0.0
306,1.0
307,0.0
308,0.0
309,0.0
310,0.0
311,1.0
312,1.0
313,1.0
314,0.0
315,0.0
316,1.0
317,0.0
318,0.0
319,0.0
320,1.0
321,1.0
322,1.0
323,1.0
324,0.0
325,1.0
326,1.0
327,0.0
328,0.0
329,0.0
330,0.0
331,0.0
332,0.0
333,1.0
334,0.0
335,1.0
336,1.0
337,1.0
338,0.0
339,0.0
340,1.0
341,1.0
342,0.0
343,0.0
344,0.0
345,1.0
346,0.0
347,0.0
348,1.0
349,1.0
350,0.0
351,0.0
352,0.0
353,1.0
354,1.0
355,1.0
356,1.0
357,0.0
358,1.0
359,1.0
360,1.0
361,1.0
362,0.0
363,1.0
364,1.0
365,0.0
366,0.0
367,1.0
368,1.0
369,1.0
370,1.0
371,0.0
372,0.0
373,1.0
374,1.0
375,0.0
376,1.0
377,1.0
378,1.0
379,0.0
380,1.0
381,1.0
382,1.0
383,1.0
384,0.0
385,1.0
386,1.0
387,0.0
388,1.0
389,1.0
390,1.0
391,1.0
392,1.0
393,1.0
394,0.0
395,0.0
396,1.0
397,0.0
398,1.0
399,0.0
400,1.0
401,0.0
402,0.0
403,0.0
404,0.0
405,0.0
406,0.0
407,1.0
408,0.0
409,0.0
410,1.0
411,0.0
412,1.0
413,1.0
414,0.0
415,1.0
416,0.0
417,0.0
418,0.0
419,0.0
420,1.0
421,1.0
422,0.0
423,1.0
424,1.0
425,0.0
426,1.0
427,0.0
428,1.0
429,1.0
430,0.0
431,1.0
432,0.0
433,0.0
434,1.0
435,1.0
436,0.0
437,1.0
438,1.0
439,1.0
440,0.0
441,1.0
442,0.0
443,1.0
444,0.0
445,1.0
446,0.0
447,0.0
448,0.0
449,0.0
450,1.0
451,0.0
452,0.0
453,1.0
454,1.0
455,1.0
456,1.0
457,0.0
458,0.0
459,1.0
460,1.0
461,0.0
462,0.0
463,1.0
464,1.0
465,0.0
466,1.0
467,1.0
468,1.0
469,0.0
470,1.0
471,0.0
472,1.0
473,1.0
474,0.0
475,0.0
476,0.0
477,1.0
478,1.0
479,0.0
480,1.0
481,0.0
482,1.0
483,1.0
484,0.0
485,0.0
486,0.0
487,1.0
488,1.0
489,0.0
490,1.0
491,1.0
492,1.0
493,0.0
494,1.0
495,0.0
496,1.0
497,1.0
498,0.0
499,0.0
500,0.0
501,0.0
502,1.0
503,0.0
504,0.0
505,1.0
506,1.0
507,0.0
508,0.0
509,0.0
510,1.0
511,1.0
512,1.0
513,1.0
514,0.0
515,0.0
516,0.0
517,0.0
518,0.0
519,1.0
520,1.0
521,1.0
522,0.0
523,1.0
524,0.0
525,1.0
526,1.0
527,1.0
528,1.0
529,1.0
530,0.0
531,1.0
532,1.0
533,0.0
534,1.0
535,0.0
536,1.0
537,1.0
538,0.0
539,0.0
540,0.0
541,0.0
542,0.0
543,0.0
544,1.0
545,1.0
546,0.0
547,0.0
548,0.0
549,1.0
550,0.0
551,0.0
552,0.0
553,0.0
554,0.0
555,1.0
556,0.0
557,0.0
558,0.0
559,1.0
560,1.0
561,0.0
562,0.0
563,0.0
564,1.0
565,1.0
566,0.0
567,0.0
568,0.0
569,1.0
570,1.0
571,0.0
572,1.0
573,1.0
574,0.0
575,0.0
576,1.0
577,0.0
578,0.0
579,0.0
580,1.0
581,1.0
582,1.0
583,0.0
584,0.0
585,1.0
586,0.0
587,0.0
588,0.0
589,1.0
590,0.0
591,0.0
592,0.0
593,0.0
594,1.0
595,1.0
596,1.0
597,0.0
598,0.0
599,0.0
600,0.0
601,0.0
602,0.0
603,1.0
604,1.0
605,1.0
606,0.0
607,1.0
608,1.0
609,0.0
610,1.0
611,0.0
612,1.0
613,1.0
614,0.0
615,1.0
616,0.0
617,0.0
618,1.0
619,1.0
620,1.0
621,1.0
622,1.0
623,0.0
624,1.0
625,1.0
626,1.0
627,0.0
628,0.0
629,1.0
630,1.0
631,1.0
632,1.0
633,0.0
634,0.0
635,1.0
636,1.0
637,0.0
638,0.0
639,0.0
640,1.0
641,0.0
642,0.0
643,1.0
644,1.0
645,0.0
646,0.0
647,0.0
648,0.0
649,1.0
650,0.0
651,1.0
652,0.0
653,1.0
654,0.0
655,0.0
656,0.0
657,0.0
658,1.0
659,1.0
660,0.0
661,1.0
662,1.0
663,0.0
664,0.0
665,1.0
666,0.0
667,1.0
668,0.0
669,1.0
670,0.0
671,1.0
672,0.0
673,0.0
674,0.0
675,1.0
676,1.0
677,1.0
678,1.0
679,1.0
680,0.0
681,1.0
682,0.0
683,0.0
684,0.0
685,1.0
686,1.0
687,1.0
688,1.0
689,1.0
690,0.0
691,1.0
692,1.0
693,0.0
694,0.0
695,1.0
696,1.0
697,1.0
698,1.0
699,0.0
700,0.0
701,0.0
702,1.0
703,1.0
704,0.0
705,0.0
706,1.0
707,1.0
708,1.0
709,1.0
710,1.0
711,0.0
712,0.0
713,1.0
714,0.0
715,0.0
716,1.0
717,0.0
718,0.0
719,0.0
720,0.0
721,0.0
722,0.0
723,0.0
724,0.0
725,0.0
726,1.0
727,0.0
728,1.0
729,1.0
730,0.0
731,0.0
732,0.0
733,0.0
734,0.0
735,0.0
736,0.0
737,0.0
738,0.0
739,0.0
740,1.0
741,1.0
742,0.0
743,1.0
744,1.0
745,0.0
746,0.0
747,0.0
748,0.0
749,0.0
750,1.0
751,0.0
752,1.0
753,1.0
754,0.0
755,0.0
756,0.0
757,0.0
758,1.0
759,0.0
760,1.0
761,0.0
762,0.0
763,0.0
764,0.0
765,1.0
766,1.0
767,0.0
768,1.0
769,1.0
770,0.0
771,1.0
772,0.0
773,1.0
774,1.0
775,0.0
776,0.0
777,0.0
778,1.0
779,1.0
780,1.0
781,1.0
782,0.0
783,0.0
784,1.0
785,1.0
786,1.0
787,1.0
788,1.0
789,1.0
790,1.0
791,0.0
792,1.0
793,0.0
794,0.0
795,1.0
796,0.0
797,1.0
798,0.0
799,1.0
800,0.0
801,0.0
802,1.0
803,0.0
804,1.0
805,0.0
806,1.0
807,1.0
808,0.0
809,0.0
810,1.0
811,0.0
812,1.0
813,1.0
814,1.0
815,0.0
816,0.0
817,0.0
818,0.0
819,1.0
820,0.0
821,1.0
822,0.0
823,0.0
824,0.0
825,1.0
826,1.0
827,1.0
828,0.0
829,0.0
830,1.0
831,0.0
832,1.0
833,1.0
834,1.0
835,1.0
836,0.0
837,1.0
838,1.0
839,1.0
840,0.0
841,1.0
842,1.0
843,0.0
844,0.0
845,0.0
846,0.0
847,1.0
848,0.0
849,0.0
850,1.0
851,0.0
852,0.0
853,0.0
854,0.0
855,0.0
856,0.0
857,1.0
858,0.0
859,1.0
860,1.0
861,0.0
862,0.0
863,0.0
864,0.0
865,1.0
866,1.0
867,0.0
868,1.0
869,0.0
870,1.0
871,1.0
872,0.0
873,1.0
874,0.0
875,0.0
876,1.0
877,1.0
878,0.0
879,0.0
880,0.0
881,1.0
882,1.0
883,0.0
884,1.0
885,1.0
886,1.0
887,1.0
888,0.0
889,1.0
890,1.0
891,1.0
892,0.0
893,0.0
894,1.0
895,0.0
896,0.0
897,1.0
898,0.0
899,0.0
900,0.0
901,0.0
902,1.0
903,0.0
904,0.0
905,1.0
906,0.0
907,1.0
908,0.0
909,1.0
910,0.0
911,0.0
912,1.0
913,0.0
914,1.0
915,1.0
916,1.0
917,1.0
918,1.0
919,0.0
920,0.0
921,0.0
922,1.0
923,0.0
924,1.0
925,1.0
926,1.0
927,0.0
928,0.0
929,0.0
930,0.0
931,0.0
932,0.0
933,0.0
934,0.0
935,1.0
936,0.0
937,0.0
938,1.0
939,1.0
940,0.0
941,1.0
942,1.0
943,0.0
944,1.0
945,0.0
946,1.0
947,1.0
948,1.0
949,0.0
950,1.0
951,0.0
952,1.0
953,0.0
954,0.0
955,0.0
956,0.0
957,1.0
958,0.0
959,0.0
960,0.0
961,0.0
962,1.0
963,0.0
964,0.0
965,0.0
966,1.0
967,1.0
968,0.0
969,1.0
970,1.0
971,0.0
972,0.0
973,0.0
974,0.0
975,1.0
976,1.0
977,1.0
978,1.0
979,1.0
980,0.0
981,1.0
982,1.0
983,1.0
984,0.0
985,1.0
986,1.0
987,0.0
988,1.0
989,0.0
990,1.0
991,1.0
992,0.0
993,0.0
994,0.0
995,1.0
996,1.0
997,1.0
998,1.0
999,0.0
1000,1.0
