id,count
872,197.722
874,355.185
881,169.019
886,142.374
890,51.879
895,149.289
899,90.524
900,278.381
901,258.027
902,173.193
903,43.263
913,255.975
918,187.538
923,122.128
924,37.969
926,25.812
927,18.695
930,219.829
934,31.235
937,132.098
939,86.469
941,84.136
942,394.673
946,288.506
950,101.024
953,73.003
959,95.654
961,26.896
962,94.817
964,88.024
969,184.336
971,145.994
976,45.855
978,241.326
980,244.055
981,120.507
990,391.305
993,18.853
996,20.539
998,345.69
999,161.485
1006,112.521
1008,14.644
1013,27.361
1015,104.509
1016,122.717
1022,314.073
1026,217.926
1028,227.501
1031,85.647
1034,45.075
1037,134.23
1040,65.235
1042,18.243
1046,19.085
1048,100.245
1049,110.755
1050,67.876
1051,214.191
1052,233.988
1055,224.846
1060,138.42
1064,26.275
1066,81.532
1071,102.617
1073,15.221
1089,193.519
1091,99.313
1092,57.909
1093,244.624
1096,327.629
1097,232.172
1098,16.683
1099,36.235
1102,188.011
1107,99.361
1109,44.784
1111,157.992
1112,110.23
1114,304.084
1116,298.243
1117,114.958
1118,98.963
1122,133.038
1124,138.655
1127,123.713
1133,216.463
1134,37.064
1135,151.854
1139,313.539
1143,49.863
1150,118.313
1151,104.526
1153,275.168
1155,26.457
1162,27.276
1163,214.38
1166,20.222
1171,87.085
1172,14.067
1173,241.611
1174,84.873
1177,100.38
1178,182.462
1184,203.093
1185,100.327
1186,123.736
1187,177.943
1188,283.249
1191,135.191
1207,124.391
1213,45.468
1215,126.892
1223,156.49
1227,109.592
1236,52.135
1237,50.342
1238,18.994
1241,27.449
1248,16.222
1250,40.109
1251,162.034
1253,116.12
1255,106.138
1257,162.984
1261,113.33
1262,353.385
1265,114.643
1273,178.776
1277,277.431
1278,112.002
1280,117.961
1284,226.199
1285,334.778
1288,31.961
1295,92.467
1297,372.745
1299,245.753
1304,151.383
1308,41.295
1310,97.636
1311,118.739
1314,94.913
1315,98.602
1318,32.053
1320,328.444
1321,299.216
1322,241.795
1330,119.063
1333,156.794
1334,212.753
1341,115.931
1344,105.694
1351,227.729
1354,103.074
1356,54.064
1363,107.902
1365,201.577
1369,125.551
1373,118.494
1375,99.981
1377,89.251
1379,126.394
1380,294.505
1381,101.659
1384,163.647
1390,179.553
1393,234.429
1395,47.488
1399,327.871
1400,90.154
1401,185.25
1404,137.374
1408,15.1
1409,25.501
1413,218.477
1416,287.347
1418,96.669
1423,107.128
1424,26.762
1425,14.389
1433,211.966
1434,168.444
1436,324.223
1442,255.4
1444,85.338
1445,122.904
1452,228.473
1455,153.539
1462,70.6
1467,79.377
1472,39.712
1475,217.371
1493,112.618
1501,228.582
1503,311.726
1504,216.211
1505,13.774
1511,174.896
1512,50.835
1513,77.919
1514,35.019
1528,233.425
1533,221.192
1534,28.448
1536,157.463
1537,64.03
1539,236.38
1550,223.023
1552,214.423
1554,190.156
1555,389.712
1556,102.38
1559,35.001
1563,198.627
1566,121.652
1567,176.583
1568,27.93
1571,232.528
1572,16.757
1574,45.533
1577,17.7
1583,84.883
1585,31.663
1586,196.106
1587,190.409
1596,133.776
1602,40.195
1604,98.393
1605,31.248
1610,310.302
1611,96.626
1616,36.803
1617,100.268
1618,15.172
1622,37.186
1623,35.134
1628,311.097
1631,16.839
1632,180.997
1633,242.237
1634,335.162
1636,226.299
1637,104.305
1643,124.736
1644,100.591
1646,95.781
1648,192.714
1651,35.574
1656,17.59
1658,140.732
1659,17.521
1665,204.71
1666,144.381
1670,42.415
1674,147.419
1679,205.221
1680,226.027
1683,333.143
1686,25.45
1691,98.97
1693,38.614
1696,40.524
1697,95.747
1703,104.355
1706,25.777
1709,166.17
1710,88.021
1712,172.055
1713,115.972
1718,365.74
1719,183.006
1722,279.353
1723,114.408
1724,283.11
1728,64.009
1730,28.366
1732,23.481
1737,39.356
1745,86.142
1747,14.719
1748,14.312
1755,108.587
1759,16.994
1761,285.026
1764,237.805
1765,150.839
1766,86.877
1768,91.29
1770,28.45
1771,150.671
1774,92.935
1785,130.562
1788,192.403
1792,14.323
1794,230.495
1797,123.616
1798,11.81
1799,250.453
1802,100.648
1806,34.768
1808,69.39
1810,243.079
1818,120.917
1819,397.055
1820,281.111
1822,232.921
1826,217.998
1827,134.11
1835,17.592
1841,99.999
1842,66.526
1843,16.424
1846,39.783
1849,90.694
1850,183.254
1851,215.351
1857,50.508
1858,182.432
1860,95.009
1861,237.731
1864,125.222
1869,335.46
1871,70.271
1872,35.036
1875,17.5
1878,215.307
1879,241.399
1885,87.778
1888,99.138
1889,29.522
1890,100.701
1896,88.652
1897,141.39
1898,112.549
1900,98.87
1905,41.411
1908,121.362
1909,100.605
1913,70.203
1918,112.199
1922,320.341
1923,123.781
1925,269.677
1926,85.58
1927,319.801
1930,196.758
1935,85.377
1939,100.91
1942,94.865
1943,190.671
1948,241.75
1949,275.941
1951,105.39
1953,103.211
1959,113.904
1963,14.928
1967,126.066
1973,275.448
1975,24.259
1976,88.815
1990,94.52
1993,105.499
1997,192.118
1999,120.718
2001,299.716
2004,87.316
2010,94.396
2013,134.017
2017,306.769
2021,91.593
2023,160.463
2026,143.63
2037,37.096
2039,193.507
2041,18.46
2046,26.872
2050,16.37
2060,233.78
2067,102.707
2069,129.51
2072,251.828
2074,135.356
2079,104.627
2083,24.442
2085,202.573
2087,17.89
2093,147.164
2094,32.4
2097,41.472
2103,97.214
2104,47.75
2107,182.83
2108,17.871
2110,82.574
2115,158.058
2117,26.489
2125,337.547
2127,240.854
2133,15.487
2134,384.411
2135,121.608
2141,207.481
2143,36.18
2145,81.503
2146,30.011
2147,287.629
2148,64.628
2149,65.326
2165,118.572
2166,145.983
2177,224.87
